src,dst,weight,edge_type
45,796,431.2575234530823,hospital-road
45,709,446.95427289706356,hospital-road
45,49,146.97290190003233,road-road
45,788,53.45609724816087,hospital-road
45,652,77.26777762287142,hospital-road
45,853,293.3149250200318,hospital-road
45,747,65.78818507444528,hospital-road
45,578,75.77172838734691,hospital-road
45,854,21.23043950263313,hospital-road
45,48,150.14951691734615,road-road
45,658,474.25994916426407,hospital-road
45,845,474.3190176708008,hospital-road
45,802,415.69053143368535,hospital-road
45,187,45.83607156372174,road-road
45,46,20.108964843975667,road-road
45,188,41.9867761561822,road-road
45,848,81.06429018224226,hospital-road
45,365,59.887211850026716,road-road
45,47,41.8362995921316,road-road
45,641,493.1808251077417,hospital-road
45,222,231.0015860539856,road-road
46,259,441.5988948282604,road-road
46,655,255.4563183552899,hospital-road
46,661,87.05085681424103,hospital-road
46,796,445.1057214880612,hospital-road
46,709,459.58541501105503,hospital-road
46,49,164.78951108256146,road-road
46,788,72.86360273206377,hospital-road
46,652,97.37268081977336,hospital-road
46,853,303.4875095406428,hospital-road
46,747,63.41039770228257,hospital-road
46,578,78.57497692076292,hospital-road
46,854,41.113693362358795,hospital-road
46,48,166.17580704738694,road-road
46,658,492.7056073719131,hospital-road
46,845,490.4252612359251,hospital-road
46,802,434.95879615245025,hospital-road
46,187,29.568354517173024,road-road
46,188,23.152500900685435,road-road
46,848,60.95790080111326,hospital-road
46,365,41.03108827932267,road-road
46,47,21.752310680058752,road-road
46,222,224.4180472012958,road-road
47,259,454.05023617091933,road-road
47,655,254.02135494245817,hospital-road
47,661,68.0394436047494,hospital-road
47,796,461.6056987844375,hospital-road
47,709,474.91569183447325,hospital-road
47,49,183.96315403542457,road-road
